Taxpayer Type,Tax Year,Transaction Date,Income Source,Deduction Type,State,Income,Deductions,Taxable Income,Tax Rate,Tax Owed
Individual,2023,2023-12-19,Investment,Medical Expenses,IL,873367.4,193607.11,679760.29,0.19438079702422578,132132.35
Corporation,2020,2020-10-11,Business Income,Education Expenses,GA,646020.95,189889.42,456131.5299999999,0.33217298246234683,151514.57
Partnership,2022,2022-07-28,Business Income,Medical Expenses,FL,844511.19,57891.12,786620.07,0.17932070283169071,141057.26
Corporation,2020,2020-06-14,Investment,Education Expenses,CA,37105.14,9036.63,28068.510000000002,0.3005148035409231,8435.0
Trust,2023,2023-04-16,Investment,Mortgage Interest,FL,185996.93,7040.25,178956.68,0.23101732150143844,41342.09
Non-Profit,2020,2020-10-30,Capital Gains,Charitable Contributions,PA,880937.29,110379.21,770558.0800000001,0.25179238110451896,194020.65
Individual,2019,2019-07-12,Capital Gains,Medical Expenses,PA,849056.1,86038.13,763017.97,0.13211864865471373,100808.9
Partnership,2020,2020-08-30,Salary,Charitable Contributions,IL,732956.93,166590.92,566366.01,0.13631378499953717,77203.49
Partnership,2021,2021-12-23,Business Income,Business Expenses,TX,276584.24,14700.34,261883.9,0.3243502810635579,84942.12
Corporation,2023,2023-05-31,Royalties,Education Expenses,MI,360283.27,55553.53,304729.74,0.20250435071206072,61709.1
Corporation,2021,2021-07-04,Rental,Education Expenses,TX,157315.29,25546.27,131769.02000000002,0.1370150555829468,18054.34
Non-Profit,2023,2023-08-28,Business Income,Charitable Contributions,TX,631476.98,55162.01,576314.97,0.1003564515912534,57836.93
Individual,2023,2023-12-24,Rental,Charitable Contributions,NC,794037.31,67488.26,726549.05,0.12115833879086443,88027.48
Individual,2022,2022-12-15,Capital Gains,Business Expenses,MI,155427.99,35516.31,119911.68,0.2007583920271034,24073.28
Trust,2019,2019-02-10,Rental,Education Expenses,TX,765959.35,189106.49,576852.86,0.3261897161718572,188163.47
Trust,2022,2022-08-17,Investment,Medical Expenses,NY,116857.35,15027.34,101830.01000000001,0.3410868693424415,34732.88
Corporation,2020,2020-06-21,Salary,Business Expenses,OH,443320.41,57720.03,385600.38,0.24399116052992756,94083.08
Corporation,2023,2023-04-25,Capital Gains,Charitable Contributions,TX,798490.45,95711.05,702779.3999999999,0.17840534270416175,125379.6
Non-Profit,2023,2023-09-03,Capital Gains,Business Expenses,FL,297490.51,11779.86,285710.65,0.30740095275573154,87827.73
Corporation,2023,2023-05-30,Business Income,Business Expenses,NY,819401.93,110989.78,708412.15,0.12399507445182835,87839.62
Corporation,2021,2021-08-06,Salary,Education Expenses,MI,832982.35,124543.89,708438.46,0.17236430058098068,122109.5
Individual,2022,2022-09-28,Business Income,Charitable Contributions,FL,488169.49,136237.37,351932.12,0.11666505522105428,41058.18
Partnership,2022,2022-07-29,Investment,Charitable Contributions,NY,457406.22,62046.54,395359.68,0.19026900445843753,75224.69
Partnership,2021,2021-08-05,Investment,Charitable Contributions,TX,179928.19,35600.79,144327.4,0.24376449635670483,35181.9
Trust,2021,2021-08-21,Salary,Business Expenses,OH,112363.66,17279.53,95084.13,0.1263034611273286,12009.45
Partnership,2022,2022-04-29,Royalties,Medical Expenses,TX,140040.84,19020.75,121020.09,0.10736965017754878,12993.88
Individual,2020,2020-05-23,Royalties,Medical Expenses,OH,774544.76,90666.18,683878.5800000001,0.22199287129345596,151816.17
Non-Profit,2020,2020-09-13,Capital Gains,Mortgage Interest,GA,784979.29,38079.23,746900.06,0.19143654391159498,142983.97
Corporation,2020,2020-06-07,Investment,Education Expenses,NY,554920.08,159223.33,395696.75,0.19396767450708396,76752.38
Partnership,2023,2023-03-11,Rental,Medical Expenses,GA,492525.62,38855.85,453669.77,0.15348145989626644,69629.9
Partnership,2023,2023-06-09,Royalties,Business Expenses,NY,669474.95,17472.29,652002.6599999999,0.23344379236125415,152205.97
Corporation,2023,2023-07-04,Royalties,Charitable Contributions,NC,376740.19,67993.02,308747.17,0.21835599002341194,67416.79
Corporation,2019,2019-12-24,Investment,Business Expenses,MI,827780.48,191309.49,636470.99,0.21977538889166912,139880.66
Trust,2020,2020-02-16,Business Income,Medical Expenses,CA,507272.95,71006.74,436266.21,0.31769419798714615,138599.24
Partnership,2023,2023-08-13,Salary,Business Expenses,MI,683375.41,123884.56,559490.8500000001,0.24508334560078524,137121.89
Individual,2019,2019-09-06,Investment,Business Expenses,PA,838212.74,14515.19,823697.55,0.26714893125517736,220049.92
Individual,2020,2020-11-22,Investment,Charitable Contributions,CA,72618.75,4448.06,68170.69,0.24755422663618765,16875.94
Partnership,2019,2019-07-29,Capital Gains,Medical Expenses,TX,339444.96,12014.2,327430.76,0.25124943191573956,82266.79
Corporation,2019,2019-08-02,Investment,Mortgage Interest,OH,739212.67,213745.46,525467.2100000001,0.30392724419014344,159703.8
Corporation,2023,2023-08-06,Rental,Business Expenses,IL,552851.46,58897.22,493954.24,0.2007069033245299,99140.03
Trust,2023,2023-04-01,Royalties,Charitable Contributions,TX,918320.79,257740.56,660580.23,0.15101886209299759,99760.07
Non-Profit,2020,2020-04-15,Business Income,Charitable Contributions,OH,477673.72,75317.03,402356.68999999994,0.12501512972404855,50300.67
Non-Profit,2020,2020-03-19,Capital Gains,Education Expenses,GA,259628.94,30502.65,229126.29,0.31322464845816567,71768.0
Trust,2019,2019-02-04,Royalties,Medical Expenses,MI,982182.33,109024.42,873157.9099999999,0.3093724489002597,270131.0
Partnership,2022,2022-01-10,Rental,Business Expenses,TX,595208.45,154742.16,440466.2899999999,0.35217678705036126,155122.0
Individual,2023,2023-03-02,Business Income,Education Expenses,MI,942859.01,178912.44,763946.5700000001,0.12470292381762879,95266.37
Corporation,2020,2020-07-07,Business Income,Education Expenses,FL,629382.01,66536.19,562845.8200000001,0.24496088991071996,137875.21
Individual,2022,2022-08-09,Capital Gains,Charitable Contributions,TX,486921.6,113142.0,373779.6,0.14873979309810828,55595.9
Corporation,2020,2020-01-01,Royalties,Medical Expenses,OH,340319.75,72558.86,267760.89,0.19755334979655986,52897.06
Partnership,2020,2020-08-11,Capital Gains,Education Expenses,PA,466432.33,39415.64,427016.69,0.34991551674599064,149419.77
Partnership,2020,2020-03-16,Royalties,Business Expenses,PA,695316.56,697.85,694618.7100000001,0.10653848557210817,74003.63
Trust,2022,2022-07-24,Investment,Charitable Contributions,FL,395501.3,1564.45,393936.85,0.3156436833152366,124343.68
Partnership,2022,2022-03-27,Capital Gains,Mortgage Interest,CA,678273.36,59182.97,619090.39,0.20185500689866495,124966.49
Partnership,2019,2019-02-20,Salary,Mortgage Interest,PA,444897.15,80239.13,364658.02,0.2904976165173928,105932.29
Non-Profit,2023,2023-01-27,Rental,Education Expenses,CA,684059.68,7890.61,676169.0700000001,0.15124459690507483,102266.92
Partnership,2023,2023-05-11,Investment,Business Expenses,FL,953812.73,91213.38,862599.35,0.24389381411214658,210382.65
Corporation,2022,2022-03-17,Investment,Medical Expenses,PA,279079.66,38784.26,240295.39999999997,0.10951179904635448,26315.18
Trust,2022,2022-03-05,Rental,Mortgage Interest,NY,837212.19,155174.25,682037.94,0.11574200611706335,78940.44
Trust,2021,2021-08-29,Salary,Business Expenses,NC,527551.82,87234.61,440317.20999999996,0.33947774185267754,149477.89
Trust,2019,2019-01-31,Capital Gains,Mortgage Interest,NY,452696.07,32370.85,420325.22000000003,0.11802448307617619,49608.67
Non-Profit,2021,2021-01-10,Royalties,Charitable Contributions,FL,162185.06,26349.25,135835.81,0.24264277509469295,32959.58
Partnership,2023,2023-06-02,Capital Gains,Business Expenses,NY,782408.72,122917.99,659490.73,0.24308762491060043,160314.04
Corporation,2021,2021-02-26,Rental,Medical Expenses,GA,261046.43,42520.36,218526.07,0.23933409780851703,52300.74
Corporation,2022,2022-12-19,Investment,Charitable Contributions,OH,451832.54,71816.2,380016.33999999997,0.16706841826278873,63488.73
Individual,2022,2022-04-01,Investment,Charitable Contributions,GA,69862.99,4256.16,65606.83,0.349125868315484,22905.04
Partnership,2023,2023-09-05,Salary,Education Expenses,IL,652934.33,167211.67,485722.6599999999,0.20289531342418046,98550.85
Individual,2020,2020-11-22,Salary,Mortgage Interest,OH,959865.62,243601.34,716264.28,0.16974060578062014,121579.13
Corporation,2020,2020-05-06,Royalties,Business Expenses,OH,163423.18,8542.07,154881.11,0.11734418480577122,18174.4
Trust,2020,2020-07-23,Business Income,Medical Expenses,TX,708207.87,73848.3,634359.57,0.25593125257528604,162352.44
Non-Profit,2021,2021-10-11,Investment,Business Expenses,CA,375501.6,78168.66,297332.93999999994,0.1727149280137745,51353.84
Partnership,2020,2020-04-07,Royalties,Business Expenses,MI,136745.17,22018.55,114726.62000000001,0.2860458088794199,32817.07
Trust,2019,2019-01-25,Capital Gains,Education Expenses,PA,61960.79,5073.02,56887.770000000004,0.27346611498938095,15556.88
Non-Profit,2019,2019-05-02,Capital Gains,Mortgage Interest,GA,472653.57,41383.26,431270.31,0.3641160959944585,157032.46
Individual,2020,2020-06-17,Investment,Education Expenses,PA,176095.01,17548.71,158546.30000000002,0.12319131216509008,19531.53
Trust,2019,2019-08-14,Investment,Charitable Contributions,TX,167445.42,48347.32,119098.1,0.3088709204928025,36785.94
Individual,2023,2023-06-12,Salary,Medical Expenses,TX,212897.96,34265.38,178632.58,0.2775828416674495,49585.34
Non-Profit,2022,2022-09-27,Royalties,Education Expenses,OH,893381.86,179096.39,714285.47,0.164784453158334,117703.14
Corporation,2020,2020-07-31,Rental,Business Expenses,TX,917029.55,207344.63,709684.92,0.21332959876339158,151396.8
Individual,2019,2019-03-30,Salary,Charitable Contributions,TX,323220.29,1380.73,321839.56,0.28621667752193747,92115.85
Trust,2021,2021-04-12,Royalties,Medical Expenses,CA,615031.53,86710.62,528320.91,0.1084387132761839,57290.44
Individual,2020,2020-04-01,Investment,Business Expenses,FL,650052.62,93409.89,556642.73,0.35922295816496386,199958.85
Partnership,2021,2021-11-12,Royalties,Education Expenses,MI,392618.72,92412.61,300206.11,0.24134777676068184,72454.08
Non-Profit,2020,2020-01-19,Royalties,Mortgage Interest,NC,125898.62,17091.32,108807.29999999999,0.31946297869020546,34759.9
Individual,2023,2023-10-17,Capital Gains,Mortgage Interest,FL,621276.25,107811.45,513464.8,0.3626488017091878,186207.39
Trust,2022,2022-12-24,Salary,Charitable Contributions,MI,472343.59,106518.1,365825.49,0.22954292562608086,83972.65
Trust,2021,2021-07-07,Capital Gains,Mortgage Interest,NC,555669.42,130456.75,425212.67000000004,0.22386623134523206,95190.76
Trust,2019,2019-12-06,Capital Gains,Medical Expenses,PA,717215.04,209287.21,507927.8300000001,0.23132305400538403,117495.42
Individual,2021,2021-07-24,Investment,Charitable Contributions,GA,501453.44,9309.33,492144.11,0.19768050278584112,97287.3
Trust,2022,2022-06-08,Royalties,Medical Expenses,OH,685146.2,195952.44,489193.75999999995,0.10121779948429388,49515.12
Corporation,2022,2022-11-19,Salary,Business Expenses,OH,417678.58,98307.23,319371.35000000003,0.22654787574853724,72352.9
Non-Profit,2020,2020-12-16,Salary,Medical Expenses,MI,526806.95,60730.05,466076.89999999997,0.17850515822563473,83197.13
Individual,2021,2021-01-17,Investment,Business Expenses,NY,994292.51,202018.73,792273.78,0.24719895743644152,195849.25
Non-Profit,2023,2023-09-19,Capital Gains,Mortgage Interest,FL,863671.96,90939.46,772732.5,0.2592888235472562,200360.9
Non-Profit,2021,2021-04-02,Royalties,Education Expenses,CA,351394.96,61043.18,290351.78,0.23749876660562866,68958.19
Individual,2020,2020-10-07,Investment,Education Expenses,TX,883701.97,60250.27,823451.7,0.3020073706974641,248688.48
Partnership,2023,2023-07-26,Capital Gains,Medical Expenses,CA,193624.79,49998.74,143626.05000000002,0.10263975962877434,14741.74
Individual,2021,2021-02-02,Capital Gains,Education Expenses,NY,889404.92,121980.27,767424.65,0.34764393134180593,266790.52
Trust,2023,2023-05-24,Capital Gains,Medical Expenses,MI,631921.97,45450.88,586471.09,0.2772592390615154,162604.53
Individual,2020,2020-06-10,Capital Gains,Business Expenses,FL,790876.26,212396.67,578479.59,0.31222272030221665,180614.47
Partnership,2023,2023-12-07,Investment,Mortgage Interest,NY,572409.94,97394.75,475015.18999999994,0.36465923129475186,173218.67
Trust,2019,2019-01-20,Investment,Mortgage Interest,OH,716501.38,185857.35,530644.03,0.2904800177642311,154141.49
Partnership,2023,2023-05-27,Capital Gains,Education Expenses,TX,722270.22,104612.2,617658.02,0.2653029321223758,163866.48
Corporation,2020,2020-07-27,Rental,Education Expenses,CA,819603.83,134710.37,684893.46,0.2683274212232196,183775.7
Trust,2022,2022-09-30,Investment,Education Expenses,CA,403798.59,111516.41,292282.18000000005,0.34270087050750847,100165.36
Individual,2021,2021-07-17,Capital Gains,Mortgage Interest,TX,640123.77,113319.52,526804.25,0.1641034035341335,86450.37
Trust,2019,2019-08-10,Business Income,Mortgage Interest,MI,291760.55,28702.11,263058.44,0.21766484973519534,57258.58
Individual,2019,2019-02-22,Royalties,Education Expenses,MI,384497.5,93055.56,291441.94,0.11862675446999492,34572.81
Non-Profit,2023,2023-04-04,Business Income,Education Expenses,OH,519943.91,67366.08,452577.82999999996,0.26906223135880575,121771.6
Partnership,2023,2023-07-18,Business Income,Business Expenses,NC,136554.01,38067.31,98486.70000000001,0.349296592673313,34401.07
Non-Profit,2019,2019-11-10,Business Income,Charitable Contributions,MI,101791.01,9073.46,92717.54999999999,0.27768676587179375,25746.44
Trust,2020,2020-07-06,Salary,Medical Expenses,PA,84640.37,18691.63,65948.73999999999,0.3452311963056165,22767.56
Trust,2021,2021-05-03,Rental,Medical Expenses,GA,247758.93,8247.25,239511.68,0.22759250485444332,54511.06
Trust,2022,2022-03-17,Royalties,Charitable Contributions,FL,214575.53,52016.09,162559.44,0.3456197474341522,56183.75
Corporation,2022,2022-01-03,Business Income,Mortgage Interest,MI,793964.95,152034.17,641930.7799999999,0.1430259108448853,91812.73
Partnership,2022,2022-08-17,Capital Gains,Mortgage Interest,NC,945758.28,227048.6,718709.68,0.22695407997843756,163114.09
Trust,2021,2021-09-03,Salary,Mortgage Interest,GA,490012.95,42409.7,447603.25,0.3626387625510855,162318.29
Non-Profit,2019,2019-10-06,Business Income,Education Expenses,CA,492778.26,21878.69,470899.57,0.15133652403969539,71264.3
Trust,2022,2022-02-13,Capital Gains,Charitable Contributions,PA,117633.66,29346.77,88286.89,0.11568233487540443,10213.23
Corporation,2019,2019-11-23,Rental,Education Expenses,FL,113233.32,16786.5,96446.82,0.24568083816135425,23695.14
Corporation,2021,2021-01-13,Business Income,Medical Expenses,NY,387931.19,105364.67,282566.52,0.2309924765025849,65270.74
Partnership,2022,2022-04-21,Salary,Charitable Contributions,GA,232962.05,52624.41,180337.63999999998,0.16611134829507324,29956.13
Partnership,2020,2020-06-17,Capital Gains,Mortgage Interest,NY,179012.64,28333.55,150679.09000000003,0.208062166675792,31350.62
Corporation,2022,2022-05-27,Rental,Mortgage Interest,CA,985393.23,8650.9,976742.33,0.3240523890083373,316515.69
Non-Profit,2021,2021-09-20,Investment,Business Expenses,GA,508966.52,32115.54,476850.98000000004,0.2063926762523735,98418.55
Trust,2020,2020-01-06,Capital Gains,Medical Expenses,TX,994575.31,177458.73,817116.5800000001,0.32607644209947684,266442.47
Non-Profit,2023,2023-06-03,Capital Gains,Medical Expenses,IL,188517.42,48446.0,140071.42,0.20839045260469063,29189.55
Trust,2022,2022-05-25,Capital Gains,Business Expenses,PA,564201.31,15602.55,548598.76,0.2149717439803373,117933.23
Partnership,2019,2019-12-18,Business Income,Business Expenses,MI,504199.51,118007.31,386192.2,0.25668337011561476,99129.12
Corporation,2023,2023-06-09,Royalties,Charitable Contributions,NY,884130.46,53837.31,830293.1499999999,0.25209359815078636,209311.59
Trust,2019,2019-05-15,Salary,Charitable Contributions,NC,907903.68,213838.95,694064.73,0.3130449071062175,217273.43
Corporation,2019,2019-08-25,Investment,Mortgage Interest,MI,251128.88,62129.53,188999.35,0.14633632759113652,27657.47
Trust,2020,2020-05-16,Capital Gains,Medical Expenses,OH,485952.39,123956.79,361995.60000000003,0.30803071357053413,111505.76
Individual,2021,2021-05-30,Salary,Mortgage Interest,FL,225535.27,46460.78,179074.49,0.26613946390979615,47658.79
Trust,2020,2020-04-26,Capital Gains,Charitable Contributions,GA,226640.2,41764.27,184875.93000000002,0.21858343697279678,40410.82
Individual,2022,2022-04-11,Salary,Medical Expenses,IL,45982.26,13659.51,32322.75,0.28105723919403885,9084.54
Individual,2020,2020-10-16,Rental,Business Expenses,FL,272567.73,66770.13,205797.59999999998,0.13202742690969665,27170.93
Individual,2020,2020-05-26,Investment,Education Expenses,TX,257619.31,36892.4,220726.91,0.213768280303526,47184.41
Corporation,2022,2022-10-18,Investment,Education Expenses,NC,368773.08,29975.82,338797.26,0.3165928422889648,107260.79
Corporation,2021,2021-06-20,Capital Gains,Business Expenses,TX,693232.62,18800.14,674432.48,0.30430802289155556,205235.21
Non-Profit,2022,2022-06-17,Business Income,Mortgage Interest,IL,752063.61,129432.66,622630.95,0.14969423599880186,93204.26
Individual,2021,2021-09-23,Royalties,Education Expenses,NY,151876.26,42395.47,109480.79000000001,0.1551620761489223,16987.27
Individual,2023,2023-06-23,Salary,Mortgage Interest,PA,564493.25,129228.95,435264.3,0.2927534975590976,127425.15
Non-Profit,2019,2019-05-26,Capital Gains,Mortgage Interest,GA,239309.78,26658.23,212651.55,0.27014661326811956,57447.1
Trust,2022,2022-04-09,Business Income,Medical Expenses,FL,232149.44,14993.83,217155.61000000002,0.3296535488419948,71586.12
Trust,2021,2021-05-18,Capital Gains,Mortgage Interest,IL,385923.78,74124.63,311799.15,0.3301034605109712,102925.98
Non-Profit,2021,2021-07-23,Investment,Medical Expenses,GA,932561.85,249539.97,683021.88,0.12040716395301129,82240.73
